gene	Barbera_Touch	Negroamaro_Touch	Primitivo_Touch	Refosco_Touch	Sangiovese_Touch
Vitvi07g02518	0.520783	0.823692	0	0	0.308618
Vitvi15g01402	38.4349	29.6178	26.4833	32.0894	33.9989
Vitvi07g02514	12.8355	11.2896	20.3417	16.1076	15.4809
Vitvi07g02510	829.393	1261.83	1072.98	810.414	756.919
Vitvi07g02513	146.676	85.0788	89.7379	178.404	120.64
Vitvi07g02512	939.73	1835.04	1635.44	1455.77	1136.6
Vitvi05g02232	280.922	165.751	224.733	355.588	287.751
Vitvi05g02233	203.151	40.9891	582.609	5.05592	0.328346
Vitvi05g02230	5.72521	11.0669	5.23153	14.079	16.7628
Vitvi05g02231	478.452	273.999	353.693	417.243	435.116
Vitvi05g02237	70.6448	131.674	102.068	99.8414	37.3605
Vitvi05g02238	7.26646	8.18249	11.2312	14.1916	5.368
Vitvi05g02239	625.417	691.112	746.648	750.192	626.093
Vitvi15g01406	4.36796	0	4.6112	15.3388	9.20363
Vitvi08g00292	47.1497	31.7341	23.084	26.0201	23.5168
Vitvi08g00290	378.532	551.235	498.362	351.266	429.992
Vitvi08g00297	382.497	463.553	352.335	350.479	408.501
Vitvi08g00298	581.639	795.126	324.996	1357.2	1091.5
Vitvi15g00625	18.538	20.0809	7.5582	5.85278	9.52436
Vitvi15g00626	32.3888	32.7133	5.66834	22.5496	37.0648
Vitvi15g00620	24.1087	101.975	58.8748	71.3056	73.9979
Vitvi15g00621	228.649	313.292	261.493	217.774	290.296
Vitvi15g00628	124.43	148.862	142.428	139.49	239.341
Vitvi18g01966	949.873	887.861	825.079	915.405	1089.25
Vitvi02g01418	1.40282	0.5582	0.574634	0.559566	2.2029
Vitvi02g01417	263.606	237.09	280.767	313.665	284.111
Vitvi02g01410	40.4302	30.0866	55.0563	45.5403	40.7062
Vitvi02g01412	2007.74	2837.79	2457.37	3270.45	3011.9
Vitvi02g01413	69.2665	17.6962	186.582	209.936	202.849
Vitvi16g00820	0	0	0.320729	0	0.328346
Vitvi18g00119	763.895	725.785	890.376	987.742	942.561
Vitvi18g00118	1.26777	0.800354	0.574634	4.24969	8.27016
Vitvi19g01956	1.47118	0	0.839103	1.55825	0.308618
Vitvi17g00885	1.26777	0	0	0	0.328346
Vitvi08g01162	414.042	456.652	439.505	360.39	461.498
Vitvi08g01163	108.02	204.695	139.795	157.632	151.216
Vitvi08g01161	3335.51	3114.62	3571.92	3198.74	3514.2
Vitvi08g01166	188.869	169	218.608	143.957	156.674
Vitvi08g01167	462.612	596.289	643.656	523.49	482.904
Vitvi08g01164	602.87	481.123	713.527	560.21	578.395
Vitvi08g01165	3741.33	4676.14	5302.51	5706.79	3494.54
Vitvi08g01168	79.0162	242.02	107.436	336.136	198.54
Vitvi19g01043	0.248993	0.534861	0.546504	0	0.644579
Vitvi19g01041	1.01878	1.40523	0	1.04821	0
Vitvi18g02706	497.991	643.991	675.777	419.549	731.303
Vitvi18g01028	199.457	209.462	270.267	254.621	193.276
Vitvi18g01029	7.4471	13.2024	12.0012	11.2878	12.0691
Vitvi18g01024	222.75	240.821	210.417	191.702	246.862
Vitvi18g01025	351.004	313.709	336.332	365.469	304.142
Vitvi18g01027	16.0936	13.0624	16.8193	32.8158	9.53959
Vitvi18g01020	346.922	296.004	267.192	273.239	267.654
Vitvi18g01022	6386.23	16416.3	11410.1	15677.9	9986.17
Vitvi18g01023	894.319	906.798	812.678	912.492	1068.02
Vitvi01g00960	115.594	171.221	140.334	146.082	118.444
Vitvi17g00744	69.1475	60.1967	78.404	61.2641	63.3259
Vitvi02g00426	4.07511	2.72098	2.53488	1.92067	0.308618
Vitvi02g00427	108.992	153.639	161.754	127.519	140.34
Vitvi02g00420	20.4177	52.9194	102.534	107.108	89.512
Vitvi15g01376	87.0312	100.391	117.553	91.1625	104.449
Vitvi18g00084	868.997	1317.02	1130.13	1297.64	1042.43
Vitvi18g00087	110.507	108.962	184.861	138.277	184.519
Vitvi18g00086	322.415	300.88	470.457	312.247	479.002
Vitvi18g00081	59.1647	90.7472	71.3578	92.3146	111.828
Vitvi18g00080	82.9772	72.1923	97.1744	81.8899	93.9188
Vitvi18g00082	3.96115	8.92834	3.52519	6.38625	2.2029
Vitvi18g00088	535.863	545.627	798.046	644.193	917.024
Vitvi13g02247	50.6306	30.1723	31.3161	32.276	33.5539
Vitvi13g02242	0.724191	0	0.895364	0.241977	0.965311
Vitvi13g02240	1.83414	1.35468	2.80991	1.04352	2.21051
Vitvi13g02241	36.4446	6.48448	13.6619	12.0961	13.661
Vitvi14g01424	5064.88	5266.25	6070.85	5658.58	6326.72
Vitvi14g01425	223.886	197.553	176.523	286.694	208.231
Vitvi14g01426	488.726	395.296	505.736	401.005	421.329
Vitvi14g01427	230.998	175.174	250.599	142.533	248.072
Vitvi14g01422	5.97421	9.22888	11.1017	12.7136	8.58639
Vitvi14g01423	1.76577	3.03315	1.05431	2.65129	1.91851
Vitvi14g01428	1708.28	1636.23	1823.74	1828.45	1476.56
Vitvi14g01429	27.9981	101.635	53.2242	42.7108	62.856
Vitvi17g00328	0.475198	18.9799	16.7426	14.5848	27.658
Vitvi19g00401	869.466	1064.21	1049.43	949.854	882.916
Vitvi19g00729	577.288	541.049	692.359	628.312	710.363
Vitvi01g00644	108.082	182.332	139.962	181.514	214.779
Vitvi19g00725	128.07	98.6058	139.017	137.893	140.547
Vitvi19g00727	2748.3	2192.42	2446.94	2593.76	2887.3
Vitvi19g00721	462.379	524.236	577.642	507.537	514.766
Vitvi19g00720	65.7104	62.2885	61.5102	53.4656	41.5266
Vitvi19g00723	697.27	577.097	535.968	506.771	492.338
Vitvi19g00722	2451.32	1935.99	1891.64	1904.63	2157.46
Vitvi19g00402	482.39	445.631	426.565	481.675	480.902
Vitvi16g01830	3.64377	12.8279	0.934058	1.52748	0
Vitvi19g00403	163.061	245.503	233.32	150.766	215.623
Vitvi03g01013	1.58514	1.6318	0.761715	0.27744	4.06984
Vitvi19g00404	10.435	18.7729	20.49	16.2655	16.1286
Vitvi10g01832	1.49398	0.808108	1.33635	1.76945	1.89878
Vitvi10g01831	14.6452	15.0102	18.6178	18.7896	17.4648
Vitvi10g01837	3.03354	1.64738	0.585198	2.19343	2.25447
Vitvi10g01836	0	0.288831	0.320729	0	0.644579
Vitvi10g01834	3.41758	4.14568	5.22453	12.3204	5.38322
Vitvi10g01838	1.1994	8.44791	10.6326	4.52713	3.80968
Vitvi19g00405	87.2332	48.2207	826.262	162.885	1055.35
Vitvi10g00255	203.762	145.456	151.454	146.224	169.161
Vitvi18g02902	0.27179	4.34891	0	3.40331	0.308618
Vitvi18g02906	3.01074	0.847031	0	3.81526	4.12141
Vitvi09g01345	6.38273	16.3095	7.98162	9.59337	4.12902
Vitvi18g02905	1.47119	1.60071	1.73447	0	0.624851
Vitvi09g01344	829.975	890.707	854.357	993.941	915.537
Vitvi19g00406	1719.07	2810.84	2077.28	2054.48	2278.48
Vitvi11g00116	14.7347	52.9434	17.8784	38.7182	18.2336
Vitvi10g00252	623.531	718.354	668.63	670.677	498.928
Vitvi11g00110	415.286	446.503	481.156	452.796	480.956
Vitvi16g01698	106.321	99.0073	90.0171	102.872	85.803
Vitvi16g00129	5.43232	0.288831	1.50869	0	0.93347
Vitvi04g00839	2.80732	1.64351	1.50869	2.45415	0.624851
Vitvi04g00838	9.77922	1.93622	7.20651	7.34371	1.88667
Vitvi13g02026	2.96517	2.43603	3.59202	4.68413	4.43003
Vitvi16g00625	28.5189	45.2524	31.3477	28.1109	40.773
Vitvi10g00878	12.3131	4.18073	8.0977	5.93776	13.2569
Vitvi10g00879	213.99	191.411	196.973	212.042	155.106
Vitvi10g00871	4.18908	3.09154	10.992	6.20114	3.49656
Vitvi10g00873	2.55833	0	0.641459	1.60777	2.53125
Vitvi18g02011	2.69337	0.804231	1.15983	0	1.87455
Vitvi18g02012	1.04157	0.534861	1.51926	0.559566	1.89878
Vitvi14g01748	874.776	840.119	941.472	944.832	800.504
Vitvi18g02019	4.21015	1.91288	1.74503	3.43878	3.17583
Vitvi12g02282	4.88875	2.49054	2.41462	3.28178	7.59062
Vitvi12g02289	1.90079	6.10523	2.09389	2.73893	3.21217
Vitvi09g01552	1.01878	3.82575	1.38561	0.806229	1.27393
Vitvi09g01553	3.41929	7.88575	7.52724	7.38025	3.8249
Vitvi09g01550	282.572	246.664	257.017	306.971	329.508
Vitvi09g01551	0	0	74.3493	0	0
Vitvi09g01556	2.58113	16.993	4.29747	14.7	1.89428
Vitvi09g01557	0.701404	5.16089	5.68591	7.1075	4.50132
Vitvi09g01554	0.226206	1.33134	2.85561	0	0.308618
Vitvi09g01555	15.4816	31.516	7.14608	21.2297	15.2768
Vitvi06g01412	234.139	189.754	127.598	120.082	161.433
Vitvi06g01416	42.7117	36.6557	37.7356	31.4203	30.9905
Vitvi12g01390	1.22218	1.39748	0	0.796857	0.328346
Vitvi12g01393	0	3.29477	6.01437	2.97825	0.960812
Vitvi01g00519	50.7918	65.7941	59.4023	34.4492	56.4836
Vitvi01g00518	400.666	821.797	617.554	552.56	526.262
Vitvi01g00511	88.1622	140.155	127.184	150.013	128.337
Vitvi01g00512	47.7389	40.4241	75.7983	21.8054	21.2229
Vitvi01g00515	9.57581	11.0357	6.25771	2.44946	3.51629
Vitvi01g00517	0.226206	0.554323	4.0717	0	0
Vitvi01g00516	986.268	699.86	783.579	561.168	751.581
Vitvi19g00522	0.769786	5.71917	0.585198	4.62883	0
Vitvi16g01167	0	0.554323	0.253905	0.483955	0.308618
Vitvi16g01166	5.45512	4.07954	3.57445	12.8106	2.83225
Vitvi09g00209	269.819	391.014	370.613	253.814	255.705
Vitvi09g00208	716.617	695.141	757.376	750.242	788.276
Vitvi09g00205	17407.8	10696.9	15422.6	10292.6	15150.9
Vitvi09g00204	7.89952	3.29477	20.5386	10.0931	25.4779
Vitvi09g00206	2400.24	1929.1	422.7	1830.44	2231.54
Vitvi09g00201	843.096	1245.49	1142.15	1222.13	992.451
Vitvi09g00200	59.8189	34.8956	32.8395	41.0555	28.9184
Vitvi09g00203	1240.39	1518.64	1383.93	1860.68	1608.94
Vitvi09g00202	109.644	104.367	133.747	142.873	126.656
Vitvi07g01402	17.6103	7.71377	10.4814	40.2034	7.00523
Vitvi07g01403	48.2825	19.6947	46.8278	84.4859	47.6325
Vitvi07g01406	11.3626	7.42882	12.557	13.403	26.6546
Vitvi07g01407	599.899	453.769	567.555	479.02	531.62
Vitvi12g00111	1799.47	2014.91	2087.8	2024.32	1709.42
Vitvi12g00115	282.493	328.469	303.66	391.524	238.712
Vitvi12g00114	631.751	543.226	641.792	542.234	621.694
Vitvi12g00117	175.853	11.8439	341.458	7.27855	627.731
Vitvi12g00116	251.827	194.607	433.006	411.548	272.267
Vitvi12g00119	62.7926	28.2672	68.3378	32.8409	89.7736
Vitvi12g00118	28.2278	8.53359	11.7361	18.2676	21.9841
Vitvi04g01990	155.593	115.416	138.122	151.342	148.5
Vitvi04g01313	116.748	119.767	116.122	100.04	102.618
Vitvi04g01312	110.709	104.257	97.8812	92.2182	85.0286
Vitvi04g01315	247.516	242.214	233.232	229.355	204.17
Vitvi04g01316	0	0	2.77822	93.258	22.5726
Vitvi04g01319	3.16858	3.54855	5.30892	10.9301	2.21501
Vitvi07g02459	0.475198	20.2722	0.585198	1.08367	0.972926
Vitvi07g02455	37.9597	20.9793	31.826	33.6904	27.0071
Vitvi07g02456	914.436	1225.05	892.242	1411.1	959.411
Vitvi07g02450	369.495	305.403	339.683	349.387	352.428
Vitvi07g02451	3.23695	1.95955	3.2326	0.554879	1.60539
Vitvi07g02453	0.746988	0.819815	1.44187	1.11913	0.972926
Vitvi06g00736	0.746978	1.36243	1.01562	4.80457	2.54336
Vitvi06g00732	426.294	390.024	395.851	373.173	441.878
Vitvi06g00733	2784.61	3001.93	2457.77	3107.05	2617.56
Vitvi06g00739	0.746978	5.16872	1.41374	3.02575	3.20005
Vitvi15g00435	0	0	0.253905	11.218	0.308618
Vitvi15g00434	6.31434	12.9058	34.1013	14.2708	58.289
Vitvi15g00707	258.724	416.404	368.985	346.869	320.592
Vitvi15g00706	407.112	575.751	422.165	682.842	461.807
Vitvi15g00703	4.59417	8.85351	20.3241	3.34333	18.27
Vitvi15g00702	424.266	371.69	382.761	376.867	367.781
Vitvi15g00701	0.678617	0.554323	0.253905	0.837005	3.46472
Vitvi18g02022	106.59	120.087	95.9921	77.5447	68.7881
Vitvi07g01189	8.19408	3.04099	3.87122	2.12719	5.67073
Vitvi07g01188	94.0995	92.0463	69.2042	101.73	106.489
Vitvi07g01186	1.47118	2.4672	1.18796	1.60309	2.21501
Vitvi07g01183	136.466	170.949	121.521	150.935	117.663
Vitvi07g01182	200.5	265.383	178.089	222.447	156.681
Vitvi07g01181	1136.73	945.02	1019.19	908.364	1053.71
Vitvi07g01180	0	0	0	0	0
Vitvi15g01076	359.602	1202.52	580.837	1410.77	764.193
Vitvi15g01077	1184.35	1805.12	1818.51	1935.29	2072.36
Vitvi15g01075	3.66655	23.9104	0.292599	62.9704	0.308618
Vitvi15g01072	1468.87	1529.74	1072.67	1963.06	1114.81
Vitvi15g01073	12.3587	117.973	71.1707	187.422	161.233
Vitvi15g01070	25.352	22.6062	6.75496	5.43975	3.21978
Vitvi15g01071	6620.02	6014.65	7138.58	7346.9	7012.92
Vitvi15g01078	298.784	531.116	393.872	519.602	518.018
Vitvi15g01079	770.445	674.498	656.8	690.459	621.519
Vitvi14g01626	541.453	489.024	563.506	451.38	484.885
Vitvi14g01627	2042.88	2273.85	1906.92	1499.54	2039.6
Vitvi14g01624	1311.67	862.666	1240.91	1206.71	1579.89
Vitvi14g01625	5.38847	24.6329	4.42056	2.88858	10.8332
Vitvi14g01622	210.976	144.858	193.318	202.939	182.237
Vitvi14g01623	449.713	326.155	270.304	357.056	438.263
Vitvi14g01620	405.687	390.495	377.75	427.804	518.256
Vitvi14g01621	4.95713	11.7426	6.87104	6.41703	6.38349
Vitvi14g01628	0.92761	1.36631	1.18796	1.08367	0
Vitvi14g01629	654.248	729.405	609.41	702.379	613.804
Vitvi05g00514	387.829	343.813	436.275	407.015	309.872
Vitvi05g00517	1093.1	1140.76	1114.99	1214.87	1021.09
Vitvi05g00516	185.497	184.999	180.168	185.484	149.631
Vitvi05g00510	2.94238	2.70935	2.24228	2.36917	1.54309
Vitvi05g00513	38.0947	49.3514	51.8547	41.7371	34.8157
Vitvi05g00512	556.413	506.638	356.46	306.678	702.504
Vitvi14g01994	17942	19657.6	18887.8	17285.1	14895.4
Vitvi14g01995	606.65	580.11	508.342	651.359	572.139
Vitvi14g01996	241.079	393.982	347.659	290.972	412.266
Vitvi14g01997	52.2435	70.1627	59.7363	48.3945	60.4542
Vitvi05g00519	42.6012	34.0846	18.6705	40.0484	59.0709
Vitvi05g00518	64.8267	70.3767	75.7743	50.8638	74.6885
Vitvi14g01992	150.301	268.386	176.768	200.28	261.588
Vitvi14g01993	42.3049	39.6315	39.1471	28.042	26.6362
Vitvi19g01566	16.6844	0	0	0	0
Vitvi19g01567	0	0	0	2.23826	3.4571
Vitvi16g01456	602.02	627.763	481.383	442.901	452.814
Vitvi16g01454	0	0	0	0	0
Vitvi16g01452	753.232	742.215	831.868	614.721	665.31
Vitvi16g01451	55.6612	44.171	65.7352	63.8641	74.4996
Vitvi16g01458	0	158.381	172.949	77.7426	107.049
Vitvi16g00320	1.24497	0.538738	1.12114	0.519417	0.624851
Vitvi02g00246	710.623	712.104	601.032	575.662	596.581
Vitvi02g00247	79.5123	110.359	82.1691	101.63	97.232
Vitvi02g00244	276.256	177.04	283.37	286.257	341.269
Vitvi02g00245	487.487	376.179	383.235	371.465	363.419
Vitvi02g00242	240.502	290.667	234.31	267.959	224.7
Vitvi02g00243	1.76577	0.5582	0.292599	0.801543	0
Vitvi02g00240	690.628	601.111	694.593	565.899	693.649
Vitvi02g00241	332.53	330.389	322.932	361.904	355.752
Vitvi02g00248	507.974	427.675	378.945	304.974	427.991
Vitvi03g00610	37.6423	184.279	15.7023	31.4797	2.87171
Vitvi03g00612	17.7927	17.8168	9.17314	28.4588	17.0028
Vitvi03g00613	40.8792	30.1139	22.0157	8.90664	5.68423
Vitvi03g00614	235.917	390.157	302.649	363.764	406.39
Vitvi03g00615	10.8174	12.3942	13.1329	9.90533	17.1939
Vitvi03g00618	259.46	275.622	302.281	281.223	281.627
Vitvi03g00619	209.283	168.502	194.823	211.09	225.779
Vitvi08g00157	0.724202	0.804231	0.613329	1.36579	0.941084
Vitvi08g00151	207.905	159.492	217.73	186.332	198.051
Vitvi08g00152	312.524	146.813	419.251	403.404	279.818
Vitvi08g00153	1640.67	1365.28	1516.56	1665.55	1756.4
Vitvi08g00159	52.696	78.2041	61.4707	120.563	88.1011
Vitvi08g01822	0.724191	3.29865	4.53381	2.81766	3.43287
Vitvi08g01821	121.754	100.857	74.7545	108.734	132.265
Vitvi08g01820	200.316	179.357	154.945	125.398	163.596
Vitvi05g02009	4.18734	0.5582	3.98731	3.43409	2.51152
Vitvi05g02008	7.58214	7.47937	5.84203	9.00786	5.03515
Vitvi08g01825	76.2755	75.1739	69.6621	71.1366	77.0418
Vitvi08g01824	97.2646	119.232	110.849	105.158	86.195
Vitvi05g02004	8.3975	1.93622	2.06993	4.01709	3.76572
Vitvi05g02001	5.07108	0	1.18796	1.60309	1.92612
Vitvi05g02000	8.26075	2.47883	5.18583	26.295	13.3067
Vitvi05g02003	5.25172	2.43603	2.22471	1.87584	1.89117
Vitvi05g02002	2.73895	0	2.98642	2.64192	1.88667
Vitvi19g02191	3.78053	0	2.44275	3.81057	1.58255
Vitvi17g00536	5.4779	4.90323	4.6112	2.05627	3.49656
Vitvi02g01591	80.3557	61.1798	119.487	44.502	92.6172
Vitvi02g01590	7.13144	2.97872	4.73429	7.09813	5.69496
Vitvi02g01597	5.31837	6.57783	4.033	3.47893	3.51179
Vitvi02g01596	1.99197	1.62017	1.51926	1.60777	3.78095
Vitvi01g01918	8.44308	22.263	16.5779	20.1659	27.3732
Vitvi01g01919	22.8182	110.591	36.9337	42.8585	33.6093
Vitvi01g01913	0	7.70982	0.292599	0.554879	0
Vitvi01g01910	0.701404	11.3051	0.613329	23.0114	317.25
Vitvi01g01916	0	6.50394	1.94968	1.48733	0
Vitvi01g01917	8.8727	37.4256	74.1326	30.5969	26.4812
Vitvi01g01915	2.76176	13.8004	69.5694	18.1252	0
Vitvi02g01629	8952.93	7671.9	11562.5	3947.75	10100
Vitvi18g02788	16.5671	1.89729	5.21814	12.5212	12.3871
Vitvi18g02784	2.19536	3.24034	21.026	10.5724	4.79333
Vitvi18g02785	79.7453	12.8825	15.3218	11.1058	51.0291
Vitvi18g02781	0.452412	0.796477	1.69577	1.12382	0.965311
Vitvi18g02782	104.894	107.917	102.605	109.455	92.1183
Vitvi18g02783	9.41625	22.9427	9.65982	8.37425	13.6534
Vitvi18g01256	0	0.288831	5.84486	1.57231	6.58136
Vitvi18g01254	141.545	157.076	94.1162	19.5791	30.274
Vitvi18g01253	271.132	404.384	409.584	377.367	336.41
Vitvi18g01252	61.3425	58.0406	49.2332	58.9674	56.1989
Vitvi18g01251	67.1816	66.2319	93.5986	92.2015	106.458
Vitvi16g01023	629.777	455.841	340.445	318.012	647.871
Vitvi18g00788	388.825	656.662	347.849	328.869	274.89
Vitvi18g00789	55.5034	58.8923	63.6407	33.5209	73.3509
Vitvi18g00782	133.434	127.783	118.826	109.609	109.689
Vitvi18g00783	2458.8	1920.9	2443.73	1975.08	1293.7
Vitvi18g00780	1.74297	1.96343	1.37504	2.18874	2.19979
Vitvi18g00781	65.7771	50.3784	62.3866	105.887	86.7379
Vitvi18g00784	1596.28	1310.66	1247.21	1078.31	1274.88
Vitvi18g00785	487.715	881.982	697.845	598.915	599.333
Vitvi17g01400	344.641	348.587	320.571	355.813	331.507
Vitvi13g00544	2.51274	0.265492	1.37504	0	0
Vitvi10g01113	1.96916	0.265492	3.16577	2.40463	0.945583
Vitvi10g01114	54.3723	40.9123	54.2208	44.3984	51.2398
Vitvi04g00200	77.2766	88.0533	112.344	80.2697	71.6006
Vitvi04g00201	392.196	155.057	273.032	325.886	378.562
Vitvi04g00202	231.382	266.424	282.214	202.477	219.071
Vitvi04g00205	2966.62	2838.67	3574.29	3205.75	3817.84
Vitvi04g00206	62.021	56.9205	64.8053	57.5458	57.4807
Vitvi04g00209	224.34	207.01	221.646	232.015	201.827
Vitvi17g01406	6.06707	2.44774	2.8943	4.6935	3.13637
Vitvi17g01408	2.96517	21.1583	24.4485	9.38231	29.4747
Vitvi11g00634	287.151	91.9023	146.93	36.8885	135.669
Vitvi11g00633	83.0439	40.9464	57.3168	11.2096	44.7806
Vitvi18g00126	2449.6	2319.07	1852.45	2635.21	2699.68
Vitvi18g00127	0.520783	1.11252	0.253905	0.282126	0.328346
Vitvi18g00124	75.3986	2.71711	2.93299	15.5463	5.09122
Vitvi18g00122	0.27179	0.530984	0.253905	4.31593	4.17298
Vitvi15g01389	1.76576	5.4926	7.97105	4.23406	4.48921
Vitvi17g00534	0.226206	0.265492	0.613329	1.80023	0.328346
Vitvi17g00284	0.452412	0	0.905928	1.07898	0.308618
Vitvi17g00285	124.065	93.4838	105.097	103.578	104.058
Vitvi17g00287	86.4192	82.912	92.2896	126.944	93.4714
Vitvi17g00282	0.54358	1.94009	0.292599	0	0
Vitvi17g00283	0.248993	1.60846	0.253905	0.241977	2.53125
Vitvi17g00288	87.1679	16.1539	28.4288	48.0659	62.7961
Vitvi17g00289	51.6283	17.9997	20.8002	28.6803	28.7893
Vitvi09g01373	496.406	343.386	396.734	332.228	388.671
Vitvi10g00240	1.9236	1.37802	2.09389	4.89533	0.953198
Vitvi09g01376	55.5455	51.1779	0.253905	13.2835	0.925855
Vitvi09g01374	203.698	306.092	281.708	379.383	293.803
Vitvi10g00244	0.475198	2.69377	0.253905	0.725932	0
Vitvi13g02038	1.99196	0	1.12114	2.65598	1.59328
Vitvi10g00248	3.93835	3.79854	3.1482	4.37014	2.84298
Vitvi11g00099	1.96918	16.1538	24.0709	8.94788	14.2007
Vitvi11g00098	0	0.804231	8.26365	13.3499	0
Vitvi11g00093	1062.3	991.412	635.269	904.926	1089.23
Vitvi11g00092	4.84316	4.38783	5.8209	4.52713	6.0323
Vitvi11g00091	1955.62	1302.13	1449.09	1645.77	1801.28
Vitvi11g00090	2181.28	2327.13	2110.55	2410.15	2150.42
Vitvi11g00097	77.4031	141.266	80.4522	196.242	256.12
Vitvi11g00096	118.808	98.3909	77.1787	74.1237	108.622
Vitvi11g00095	122.796	124.111	84.824	78.5381	83.6142
Vitvi11g00094	183.624	231.735	278.212	278.3	224.431
Vitvi17g01488	53.2413	64.1508	56.7817	52.177	57.7907
Vitvi14g00973	126.208	163.032	31.6234	71.3375	146.278
Vitvi17g01483	91.1048	33.1743	23.4349	39.6021	53.1085
Vitvi17g01484	884.5	1034.49	1210.54	1142.59	1077.02
Vitvi17g01487	88.5936	40.2433	76.67	65.7843	51.7962
Vitvi14g00972	657.239	765.429	863.705	705.686	1096.7
Vitvi17g00535	27.7964	14.6942	17.958	12.8247	17.2658
Vitvi09g00429	174.673	169.751	239.375	189.536	258.889
Vitvi09g00428	101.971	124.768	142.946	103.499	156.708
Vitvi03g01201	0	3.00594	0	0	0
Vitvi09g00423	26.1007	66.4537	66.6165	67.3129	55.5321
Vitvi19g01578	1.22219	1.35468	0.292599	1.35642	0
Vitvi10g00930	17.493	24.2888	18.6248	21.2746	37.2457
Vitvi08g00836	544.359	888.031	620.516	614.834	645.724
Vitvi08g00835	2973.92	2501.86	2163.53	2814.76	3642.91
Vitvi19g02111	10.9997	2.70935	0	1.0743	5.06699
Vitvi03g00159	1887.48	1638.59	1701.33	1484.31	1608.83
Vitvi03g00158	71.1445	103.868	98.9596	94.8925	94.7742
Vitvi03g00153	1306.37	1579.03	1542.63	1270.4	1389.98
Vitvi03g00152	181.804	163.046	106.107	133.262	117.956
Vitvi03g00151	851.003	998.904	1022.4	1172.09	1247.8
Vitvi03g00150	388.655	363.896	426.655	495.901	404.76
Vitvi03g00156	622.875	584.561	610.114	664.624	685.897
Vitvi03g00155	30597.4	36349.4	62254.3	73144.3	46597.1
Vitvi03g00154	1849.39	1444.49	2112.33	2028.92	2262.66
Vitvi06g00970	2.98795	5.49648	0.320729	20.0245	0
Vitvi06g00972	212.085	143.675	161.258	216.15	170.723
Vitvi06g00973	25.4871	33.5486	13.2448	40.3651	29.7788
Vitvi06g00977	1.94639	1.08918	2.06576	1.88521	1.25732
Vitvi12g02316	19.7374	30.3367	32.7304	38.1007	16.1497
Vitvi19g02008	2.67057	0.823692	1.66764	1.84038	1.88667
Vitvi19g02009	1.72018	0.538738	0	1.80492	0
Vitvi19g02006	108.214	25.7776	22.4067	57.5874	153.48
Vitvi12g02311	802.553	1257.84	1021.17	1184.45	724.395
Vitvi19g02004	0.701404	0.800354	0.800409	1.87584	0.953198
Vitvi19g02002	268.723	300.167	266.998	344.665	430.765
Vitvi19g02000	12.4043	8.49071	14.7766	2.35511	8.86628
Vitvi12g02313	2.80734	0.554323	1.14927	2.77751	0
Vitvi12g01747	0.475198	0.554323	0.292599	0.761395	1.62962
Vitvi12g01745	290.72	282.708	136.95	161.49	127.95
Vitvi12g01744	0.746988	206.493	96.8776	0.282126	117.779
Vitvi12g01743	4.68534	40.9319	11.8845	15.0556	0.328346
Vitvi12g01741	2.76176	68.421	2.57357	7.39323	4.4726
Vitvi12g01740	4.52752	209.55	46.8439	51.6581	2.85198
Vitvi12g02318	65.2758	71.5552	0.585198	68.902	1.2542
Vitvi06g01599	21.7733	156.162	8.79676	7.51273	8.51336
Vitvi06g01598	37.3882	40.8566	11.1819	6.25175	18.1076
Vitvi06g01595	21.7065	32.6948	7.62158	9.569	15.1601
Vitvi06g01594	1663.42	342.371	560.193	572.869	707.506
Vitvi06g01597	1490.41	5657.97	1132.43	2076.66	1391.75
Vitvi06g01596	435.109	2564.19	522.64	1321.36	480.663
Vitvi06g01591	2558.38	2230.34	3483.53	2107.1	2406.76
Vitvi06g01590	268.411	299.549	292.169	309.347	188.754
Vitvi06g01593	13.5352	2.99818	17.3692	28.2716	17.524
Vitvi04g01930	6.97189	6.78502	4.83341	6.17037	9.53959
Vitvi04g01935	20.9595	94.5013	45.7699	20.9378	25.619
Vitvi04g01934	3.41757	30.4151	7.78397	10.3997	36.2485
Vitvi04g01937	152.007	720.19	304.18	158.866	238.439
Vitvi04g01936	12.1307	51.0696	32.2508	35.5622	30.6465
Vitvi04g01938	0	25.1442	12.6955	0	0
Vitvi06g01629	1.31335	21.8028	3.02512	1.35174	1.89878
Vitvi06g01622	0	3.22855	0.320729	0.241977	1.26493
Vitvi06g01621	8.89549	9.62269	8.89455	5.25306	7.31385
Vitvi01g00708	0	22.2135	9.82516	0	0
Vitvi01g00700	209.504	185.781	195.691	199.426	155.655
Vitvi01g00703	481.654	448.977	568.094	500.601	728.852
Vitvi01g00706	0.54358	28.591	20.3979	10.2349	21.252
Vitvi14g00800	211.347	188.992	255.651	176.884	185.202
Vitvi14g00803	322.394	245.835	240.64	200.514	270.354
Vitvi11g01322	262.541	231.63	253.898	247.979	290.554
Vitvi19g00298	1102.31	2395.02	1699.4	2593.38	2208.43
Vitvi11g01326	227.942	229.545	233.199	236.313	237.951
Vitvi11g01324	161.208	203.001	173.309	163.876	162.732
Vitvi11g01325	99.9842	145.898	105.593	140.515	127.564
Vitvi17g01618	131.852	143.959	134.694	142.223	114.185
