gene	Barbera_Touch	Negroamaro_Touch	Primitivo_Touch	Refosco_Touch	Sangiovese_Touch
Vitvi06g01242	1539.38	1548.92	1774.41	1497.73	1842.72
Vitvi06g01249	820.823	821.397	850.305	797.884	830.51
Vitvi17g00724	507.134	829.991	685.267	714.727	630.396
Vitvi19g01809	93.912	61.7117	92.5492	80.0885	86.5472
Vitvi19g01808	2.53554	8.22917	1.84416	14.3662	8.56217
Vitvi19g01803	0.724191	3.79458	0.574634	1.6787	2.21051
Vitvi19g01802	17.7682	32.3233	22.9785	42.8421	30.1677
Vitvi19g01801	46.8341	32.4371	59.4375	48.9718	48.1875
Vitvi19g01800	26.3463	17.8402	24.8473	16.1216	51.6291
Vitvi19g01807	160.187	117.39	22.3125	209.607	101.682
Vitvi19g01806	55.4367	38.4257	41.265	75.4191	36.4197
Vitvi19g01805	18.2206	10.532	49.9303	7.62223	18.0471
Vitvi19g01804	156.955	159.844	71.5322	346.251	177.163
Vitvi17g00723	9.23564	8.77566	4.83341	6.74399	7.92658
Vitvi06g00679	37.7335	88.1633	37.3122	57.8828	26.3598
Vitvi01g01507	3.10191	4.59882	0.253905	0.564252	2.28631
Vitvi01g01506	2.67058	0	0.867233	0.519417	0
Vitvi01g01502	6.24598	0.265492	0.546504	1.2855	0
Vitvi06g01062	1.40281	0.800354	0.867233	3.44815	2.21951
Vitvi12g01017	46.4483	30.0048	32.8711	39.0796	45.2507
Vitvi12g01018	79.3351	68.1245	62.075	68.9583	70.8985
Vitvi01g00450	1006.64	681.547	979.793	870.766	904.845
Vitvi01g00451	1335.93	1260.05	1334.87	1273.59	1305.32
Vitvi01g00452	2640.63	2064.29	2507.94	2141.25	1499.13
Vitvi01g00453	381.927	303.724	408.587	417.173	463.775
Vitvi01g00454	75.1531	85.7077	90.1501	103.683	112.693
Vitvi01g00455	2715.74	2847.72	2713.7	2749.57	2732.36
Vitvi01g00457	107.472	327.264	213.497	262.034	294.666
Vitvi01g00458	0.520783	3.56802	0.761715	0.282126	1.28154
Vitvi01g00459	5.25001	8.48691	1.98837	0	0
Vitvi09g00076	665.869	865.561	964.571	1023.37	1122.13
Vitvi09g00077	3487.34	4293.92	4329.43	3918.68	3630.63
Vitvi09g00072	130.311	170.362	116.83	219.271	127.43
Vitvi09g00073	738.054	809.711	851.999	732.501	865.31
Vitvi09g00070	43.9567	59.9224	122.706	42.7191	120.297
Vitvi09g00071	1376.49	1192.27	993.889	1538.94	1085.1
Vitvi17g00720	79.1808	76.4283	74.1466	68.3544	78.9711
Vitvi10g00575	0	0	0	6.56934	0.316233
Vitvi10g00574	0	0.265492	0.320729	0.846378	1.26182
Vitvi10g00576	0.475198	0	0.50781	12.1353	0
Vitvi10g00573	1.31337	2.20559	2.62983	8.40394	2.58282
Vitvi19g01910	104.163	75.2109	83.2465	128.607	108.502
Vitvi12g00058	292.09	231.18	336.563	191.198	270.308
Vitvi12g00059	1554.2	1032.33	1289.74	1035.98	1381.58
Vitvi12g00050	3144.71	6716.64	3297.56	5981.49	5137.21
Vitvi12g00054	1710.04	2139.41	1816.96	1886.92	1532
Vitvi12g00055	329.029	219.557	346.294	222.688	309.412
Vitvi12g00056	236.726	243.672	264.906	149.416	214.544
Vitvi06g00589	335.563	442.656	408.36	288.722	300.202
Vitvi15g00234	214.368	245.042	232.98	229.889	165.747
Vitvi06g00588	4.02952	6.92117	5.15414	4.17408	4.11691
Vitvi14g02858	0.248993	4.69612	0.253905	0	0.316233
Vitvi14g02857	452.324	324.581	77.2885	191.466	555.88
Vitvi06g00587	501.63	290.347	292.775	369.836	346.334
Vitvi06g00586	508.202	434.707	478.668	417.497	440.213
Vitvi04g00709	3.46314	3.7752	6.1522	12.723	1.88667
Vitvi04g00705	83.2912	64.1664	63.0787	100.82	65.6703
Vitvi04g00706	3.93835	3.24809	7.12495	12.5687	0.328346
Vitvi04g00701	5.56736	11.2194	10.1782	13.8557	6.40011
Vitvi04g00703	0.226206	1.0736	0.839103	1.32096	0
Vitvi14g02588	211.044	199.035	221.397	241.81	236.241
Vitvi14g02589	2.03755	0.269369	4.29747	0	0.644579
Vitvi14g02582	300.037	444.051	356.847	411.324	372.075
Vitvi14g02580	4.32584	3.2636	1.78372	0.846378	0
Vitvi14g02585	141.43	124.627	84.7482	98.6341	108.657
Vitvi04g01258	78.6793	36.8475	32.8992	39.031	56.3182
Vitvi04g01251	6024.18	7200.25	6539.91	6403.78	6951.47
Vitvi04g01252	537.06	549.486	594.542	610.183	584.625
Vitvi04g01256	161.869	128.486	183.276	201.884	141.517
Vitvi04g01257	135.589	88.1885	109.799	127.504	126.138
Vitvi12g01863	3.46315	5.98854	6.20145	8.76011	7.58163
Vitvi12g01861	56.3627	26.8581	8.57321	0.282126	0
Vitvi12g01866	179.218	160.805	165.753	174.894	155.908
Vitvi12g01867	727.399	632.228	848.244	742.618	703.964
Vitvi12g01869	36.464	25.3827	48.8498	34.3031	33.9702
Vitvi14g00052	835.711	769.15	1374.76	1204.18	762.568
Vitvi08g01779	40.2006	34.1069	37.457	47.51	51.3512
Vitvi08g01778	1564.56	2004.09	1636.38	1817.17	1365.5
Vitvi07g01225	276.179	288.239	254.756	254.216	250.263
Vitvi07g01222	744.191	1386.43	1175.96	1425.7	811.289
Vitvi07g01220	1.76577	5.80865	2.80991	4.03849	4.15325
Vitvi07g01221	7.4471	50.1958	30.4812	109.809	36.7674
Vitvi17g00358	89.7964	93.4011	90.1463	91.9689	84.0838
Vitvi07g01228	11.2259	10.6068	9.22301	16.9435	8.58189
Vitvi12g00730	60.273	23.4075	0	66.2839	0
Vitvi14g00707	0.724191	2.17837	2.49618	0.524103	4.79022
Vitvi08g01774	0.769786	0.804231	1.25479	1.28081	5.07461
Vitvi17g00351	12.2464	11.4966	11.6559	12.9509	10.8014
Vitvi14g00702	72.4282	23.427	70.3571	45.886	64.4742
Vitvi13g02041	46.3571	43.8979	41.3465	40.2857	32.4845
Vitvi11g01426	4.02953	4.33728	3.29942	8.74136	4.75076
Vitvi05g00366	590.385	463.286	512.13	480.336	377.981
Vitvi05g00367	194.84	171.582	207.777	128.159	164.53
Vitvi05g00364	666.401	501.98	608.434	653.665	606.025
Vitvi05g00365	11.9729	13.8889	6.62414	7.16905	7.33669
Vitvi05g00362	673.701	828.609	591.192	685.857	590.172
Vitvi05g00363	98.7163	59.5333	56.5896	57.0431	70.9722
Vitvi05g00360	305.487	177.243	214.951	280.679	313.314
Vitvi14g01741	3115.59	3628.78	3611.41	3319.79	3784.33
Vitvi14g01740	0.520783	0.530984	0	0.554879	1.30127
Vitvi14g01743	431.644	523.569	426.361	427.768	427.316
Vitvi14g01742	252.425	223.144	273.364	277.089	298.208
Vitvi14g01745	18.5853	9.8298	11.1938	5.02046	4.81306
Vitvi14g01744	201.864	266.622	250.021	352.628	302.267
Vitvi05g00368	730.56	858.681	943.989	1088.1	458.028
Vitvi05g00369	44.3002	73.1415	89.021	90.2277	41.023
Vitvi18g02996	246.278	230.105	199.434	176.652	230.963
Vitvi19g00206	1030.54	1002	1282.77	1380.11	1313.59
Vitvi19g00207	561.434	516.155	513.125	574.231	536.93
Vitvi19g00204	2.51274	3.59919	3.2326	3.48361	12.3701
Vitvi19g00205	223.429	185.858	86.4842	78.5403	156.805
Vitvi19g00202	767.186	426.778	660.877	440.594	622.385
Vitvi19g00200	34.4264	107.205	57.5941	24.0875	30.4674
Vitvi19g00201	362.632	490.434	294.929	460.965	387.909
Vitvi19g00208	1406.94	983.926	1348.52	941.962	1230.82
Vitvi19g00209	105.07	134.48	183.668	119.003	77.1059
Vitvi13g02042	13.6948	12.2386	16.2728	10.1567	17.5617
Vitvi13g00603	116.911	95.6263	93.7258	104.315	109.978
Vitvi18g00399	76.1421	69.2728	72.4903	85.2488	86.0085
Vitvi18g00398	13.9649	4.91494	8.1434	38.0637	13.6503
Vitvi19g00958	0	0.534861	0.585198	12.4799	152.508
Vitvi18g00393	326.809	468.921	357.548	358.336	372.145
Vitvi18g00392	255.8	243.377	244.793	195.719	223.341
Vitvi19g02110	11.545	2.98648	1.37504	1.5984	4.39369
Vitvi19g02112	3073.9	2952.85	2946.18	2623.9	2683.69
Vitvi19g02113	52.0612	43.4681	44.8775	48.9447	40.7197
Vitvi19g02115	3.78053	0	0	0.564252	0
Vitvi02g00365	387.628	409.468	394.376	319.441	320.458
Vitvi08g00781	2.94237	13.4805	7.62858	3.03512	4.49371
Vitvi08g00780	765.284	898.96	676.825	748.681	715.559
Vitvi08g00783	3239.07	3396.84	3424.45	2768.2	3348.86
Vitvi08g00782	975.797	848.469	829.706	1361.72	823.793
Vitvi08g00785	282.008	222.112	177.819	185.554	259.871
Vitvi08g00784	131.581	181.643	192.773	178.003	147.517
Vitvi08g00786	168.788	133.916	130.455	135.777	153.033
Vitvi08g00789	0	0	0.320729	0	0.328346
Vitvi08g00788	847.804	840.708	487.695	1299.31	1103.03
Vitvi11g01328	7.4226	4.11846	4.60064	0	6.59347
Vitvi11g01329	22.0694	15.0881	76.6175	313.145	31.0528
Vitvi08g00258	0.746988	1.33134	0.934058	0.483955	1.59778
Vitvi08g00256	1240.6	1408.55	1589.02	1671.36	1372.19
Vitvi08g01788	819.664	797.655	609.263	847.259	805.581
Vitvi08g01789	66.4365	100.327	56.9302	236.379	91.3796
Vitvi08g01782	1071.72	1307.25	1298.29	1079.59	1316.47
Vitvi08g01783	996.682	1173.17	1164.39	1267.02	1147.14
Vitvi08g01780	809.646	895.456	858.722	763.566	762.556
Vitvi08g01781	270.07	343.116	341.152	329.427	379.122
Vitvi08g01786	8.28523	7.71377	5.21396	12.6489	6.36826
Vitvi08g01787	1495.58	1504.96	1067.95	1034.3	771.627
Vitvi11g01492	88.2061	83.2095	151.578	191.215	152.277
Vitvi11g01494	16.2303	18.4606	11.8887	8.93851	20.6344
Vitvi11g01498	19.4884	13.2657	36.3021	39.8236	28.5672
Vitvi18g02581	357.465	56.7528	486.135	15.4171	80.6959
Vitvi16g00861	204.743	213.092	190.516	209.986	176.72
Vitvi16g00860	325.312	326.336	306.721	374.453	326.195
Vitvi18g02559	685.443	58.2798	261.875	274.919	148.998
Vitvi18g02551	0.769775	9.83763	0.546504	7.81626	3.80518
Vitvi18g02550	458.13	492.797	503.158	461.098	529.58
Vitvi18g02553	61.3197	77.2258	72.863	89.292	85.5424
Vitvi18g02552	0.520783	1.94009	0.292599	0	0.953198
Vitvi18g02555	751.157	858.764	1057.65	1351.83	909.686
Vitvi18g02556	257.155	384.177	339.478	295.491	344.068
Vitvi02g01187	5.3201	3.89577	5.52413	2.56631	2.5039
Vitvi02g01183	23.7441	8.14357	10.646	7.50539	4.73415
Vitvi08g01129	90.5924	149.473	148.497	48.345	135.517
Vitvi08g01127	179.747	158.545	182.404	149.347	163.773
Vitvi08g01124	127.997	125.191	135.733	191.377	90.5027
Vitvi08g01125	376.479	374.636	392.759	291.836	391.95
Vitvi08g01122	35.3802	25.7687	26.1696	16.869	18.7616
Vitvi08g01123	178.106	142.337	142.705	163.502	334.574
Vitvi08g01120	133.597	99.2028	115.914	98.3526	107.56
Vitvi18g00957	566.823	1123.36	852.33	847.349	708.363
Vitvi18g00956	10.4578	20.0652	21.2293	12.8816	14.3267
Vitvi18g00955	774.849	913.696	853.249	596.671	694.284
Vitvi18g00954	134.025	116.063	107.112	127.255	121.561
Vitvi18g00953	520.641	413.764	446.578	579.433	571.993
Vitvi18g00952	74.8743	102.413	110.819	194.97	121.399
Vitvi18g00959	549.947	763.595	654.932	446.711	531.426
Vitvi18g00958	2472.08	1758.89	2095.18	1806.91	1729.33
Vitvi18g01392	9.93705	2.76379	0	4.24969	4.7781
Vitvi18g01390	21.6609	11.7388	18.8991	15.0395	5.12168
Vitvi18g01391	10.0721	10.3958	11.0349	8.6292	12.4234
Vitvi17g00979	415.655	418.501	518.768	363.344	385.968
Vitvi13g00662	3.98396	3.29477	4.04357	4.56259	2.21501
Vitvi13g00663	3.07913	3.63028	3.90992	2.32902	5.74653
Vitvi13g00661	1672.07	1467.06	1844.38	2175.04	1537.78
Vitvi01g00924	22.1817	0.265492	0	11.2321	0.328346
Vitvi01g00926	3.89278	1.09306	0	0	0.308618
Vitvi01g00921	20.7088	0.265492	0.613329	31.6941	0.308618
Vitvi01g00922	0	0	5.81673	1.60309	3.8249
Vitvi13g01398	61.0479	50.5925	33.0829	88.1549	175.948
Vitvi18g00022	2644.15	4200.42	3818.31	5293.17	3465.97
Vitvi13g01390	20.5527	13.3863	15.6678	16.2728	16.1909
Vitvi13g01395	0	11.3557	7.66089	1.08836	0
Vitvi13g01394	2.30935	1.09306	2.69666	2.89327	6.37138
Vitvi13g01396	557.156	448.349	115.62	583.829	736.981
Vitvi19g01394	7.71887	2.15503	3.48367	3.49298	2.56759
Vitvi18g00041	294.82	269.209	298.328	285.616	294.661
Vitvi18g00040	4.23293	9.79871	8.7286	5.03718	6.29697
Vitvi18g00043	1330.13	1923.2	1673.57	2338.75	2390.4
Vitvi18g00042	120.986	22.2046	61.6354	71.8639	92.056
Vitvi18g00045	235.312	328.517	275.328	308.544	243.428
Vitvi18g00044	1046.36	1134.11	1214.56	1181.61	1296.48
Vitvi18g00047	634.605	738.684	787.911	950.019	931.821
Vitvi18g00046	61.4758	57.8384	79.5499	91.7525	83.0911
Vitvi18g00049	45.9276	48.9071	64.4255	58.3692	74.1812
Vitvi18g00048	555.34	662.478	645.992	595.156	551.686
Vitvi13g02288	0.452412	0.269369	0.546504	0.282126	2.84748
Vitvi18g02636	33.6355	39.1735	52.3068	61.793	32.8963
Vitvi18g02637	21.1647	15.9156	15.5223	35.4855	5.7358
Vitvi19g01399	274.941	182.305	179.607	151.496	184.555
Vitvi18g02630	42.0786	20.5222	35.6916	28.1229	60.0517
Vitvi18g02631	0	0.269369	0.546504	49.2958	0
Vitvi13g02138	261.268	211.756	213.424	213.906	224.881
Vitvi13g02139	0	0.265492	0	0.27744	0.328346
Vitvi10g00162	1.78855	2.69765	0.867233	3.17071	1.60989
Vitvi10g00163	32.0977	30.4144	28.1538	40.1159	39.7105
Vitvi10g00161	0.724191	0.843154	0.546504	0.761395	0
Vitvi10g00167	60.0309	75.9877	83.2734	160.901	100.31
Vitvi10g00164	105.955	149.261	174.558	172.499	116.051
Vitvi04g01013	233.758	176.065	198.836	216.296	174.797
Vitvi04g01011	67.3412	54.426	47.0162	53.4009	69.3996
Vitvi04g01014	0	0.265492	0.292599	0.766081	0.316233
Vitvi16g01653	24.8558	11.2545	16.5027	21.2792	18.4588
Vitvi16g01652	34.7666	21.6154	23.6283	32.8534	31.1043
Vitvi16g01655	557.357	719.442	830.032	623.652	595.746
Vitvi03g01054	28.1087	31.5349	42.2818	33.7524	8.78876
Vitvi12g02504	521.413	398.369	449.437	408.453	409.951
Vitvi12g02505	312.634	291.379	281.297	288.09	279.052
Vitvi18g03092	0	0	0	0	0
Vitvi15g01259	4.16455	0	0	0.554879	0
Vitvi18g03095	6.40552	2.96314	1.48056	2.52039	3.85225
Vitvi17g00269	33.6584	14.5765	16.3227	18.7839	18.8114
Vitvi17g01097	9.48466	4.68054	1.22666	24.5443	5.04277
Vitvi17g01092	0.973194	0.534861	0.50781	1.2855	0.953198
Vitvi03g00083	17.7243	84.8058	53.1356	141.582	38.0082
Vitvi03g00082	0.995981	0.823692	0.867233	0.524103	0.308618
Vitvi18g02948	0.701404	1.36243	0.839103	0.801543	0
Vitvi10g00834	85.1059	60.5362	56.3047	65.2505	65.4149
Vitvi10g00835	34.1529	47.8519	30.1112	34.7746	21.0524
Vitvi10g00831	348.467	497.312	508.889	565.224	418.345
Vitvi10g00838	0	0.269369	0	0	0.328346
Vitvi04g00872	103.488	109.756	96.6701	106.246	97.1197
Vitvi04g00871	10.2088	4.91494	11.4864	11.7056	12.6805
Vitvi03g01138	0.248993	2.17054	0	8.28927	1.62962
Vitvi01g01206	2.26375	0.288831	0.867233	1.2855	0.316233
Vitvi01g01207	0.973194	2.39331	3.14047	2.69613	2.85509
Vitvi01g01204	1.42561	0.804231	0.839103	1.77414	3.46472
Vitvi01g01205	188.46	177.309	159.628	196.483	177.677
Vitvi03g00012	337.762	323	326.967	421.979	396.797
Vitvi03g00011	448.916	401.837	474.585	463.09	486.274
Vitvi03g00016	115.803	139.411	110.359	56.6727	68.7675
Vitvi03g00017	193.465	175.231	149.993	139.654	124.804
Vitvi03g00015	92.3952	157.073	17.4262	32.8223	7.59824
Vitvi09g01518	1759.37	1612	1820.35	1756.87	1736.94
Vitvi09g01519	12.6076	16.3484	13.0725	19.8367	9.96035
Vitvi09g01516	89.4546	76.4127	83.0974	96.5009	74.9452
Vitvi09g01517	18.3801	23.9152	30.8504	17.5135	36.8751
Vitvi09g01512	0.769786	29.1186	0.867233	2.62052	2.86271
Vitvi09g01513	0.27179	0.288831	0.613329	0.559566	0.328346
Vitvi04g01838	12.8566	27.5961	20.08	17.9479	14.3904
Vitvi06g01456	93.6697	277.52	105.671	162.647	191.073
Vitvi06g01457	437.844	515.725	575.5	820.348	686.682
Vitvi06g01450	24.7173	22.4935	25.0682	21.7335	24.2995
Vitvi06g01451	208.729	184.709	190.871	148.862	190.584
Vitvi06g01452	1.78855	2.20946	2.67909	0.801543	0.953198
Vitvi06g01453	2.03756	1.94009	3.64545	2.17202	2.58282
Vitvi04g01830	5.25172	29.7432	11.8487	16.7829	9.24758
Vitvi04g01831	23.4968	28.4899	18.311	27.0642	21.5755
Vitvi04g01832	1.47119	0.554323	0.800409	0.761395	0.636965
Vitvi04g01833	0.248993	0.265492	0.320729	0.559566	0.316233
Vitvi04g01834	77.799	157.195	113.234	137.947	197.535
Vitvi04g01835	39.1556	53.2744	38.7131	37.0316	39.635
Vitvi04g01836	259.81	435.518	410.449	357.934	204.346
Vitvi04g01837	128.093	234.637	156.348	161.341	155.006
Vitvi01g00557	7.03855	0	0	2.57568	5.11406
Vitvi01g00556	51.0425	6.26954	18.2097	8.83103	9.83921
Vitvi01g00553	96.9404	83.7406	88.0506	64.0494	94.2189
Vitvi01g00552	408.789	430.353	364.896	766.349	798.903
Vitvi01g00558	8.21515	74.6048	24.4872	12.5577	15.8002
Vitvi07g02137	177.275	172.121	176.034	176.339	162.442
Vitvi07g02136	3.3264	2.73657	2.61226	7.41103	2.53886
Vitvi07g02135	1525.38	1389.62	1228.78	1274.12	1520.24
Vitvi07g02134	88.5007	71.6098	114.258	115.085	99.329
Vitvi07g02132	15.2571	24.7264	24.3184	20.9559	15.2709
Vitvi07g02131	60.5009	96.241	74.1093	87.9487	70.3743
Vitvi07g02139	84.9043	80.9774	117.185	57.3081	69.0502
Vitvi07g02138	131.032	131.273	157.739	175.928	191.784
Vitvi10g01015	6.04427	1.64738	3.07082	4.97563	4.43764
Vitvi10g01016	7.44709	8.198	8.66177	6.70384	5.359
Vitvi14g01897	1.24498	15.0763	0.867233	4.88018	4.79022
Vitvi14g01896	343.443	323.733	304.841	369.955	353.725
Vitvi19g01979	0.497996	0.577662	0.641459	1.84975	0.316233
Vitvi07g01447	0	1.64351	1.49113	1.89458	1.60539
Vitvi07g01444	581.577	639.286	649.818	701.619	882.197
Vitvi07g01442	15.8218	24.7934	13.0795	60.6878	21.4799
Vitvi07g01443	118.582	65.591	95.5335	96.7708	108.337
Vitvi07g01440	78.1112	80.7724	86.3188	71.9594	65.9409
Vitvi07g01441	77.5466	71.4551	83.7243	76.3328	62.2346
Vitvi07g01449	985.794	1076.62	955.024	1310.89	585.933
Vitvi12g00158	450.534	460.783	398.982	317.87	466.153
Vitvi12g00155	1254.25	1392.74	1373.22	1185.34	927.331
Vitvi12g00154	764.287	293.761	795.41	260.777	267.33
Vitvi12g00157	3052.21	2277.48	2372.75	1983.65	2928.47
Vitvi12g00156	53.5798	71.5086	34.0105	67.6889	31.5497
Vitvi12g00151	528.132	369.036	306.315	339.117	414.425
Vitvi12g00150	28.0209	111.106	44.1979	6.74196	62.21
Vitvi04g00002	88.5549	96.5332	83.689	82.0172	55.8937
Vitvi04g00001	126.991	113.852	135.419	100.583	119.233
Vitvi04g00006	582.494	531.251	587.432	595.153	666.42
Vitvi04g00007	35.3118	30.5584	40.2781	38.1527	37.4269
Vitvi04g00009	95.1182	217.942	103.445	207.739	204.8
Vitvi15g01518	71.3935	83.7707	210.316	78.216	142.133
Vitvi15g01517	19.8513	2.9826	4.85737	72.1312	6.66338
Vitvi07g00790	6.13373	19.7414	5.29135	16.9138	17.1468
Vitvi07g00799	347.743	322.157	361.01	371.967	336.544
Vitvi04g01359	65.1846	48.2858	55.6943	59.4321	46.5824
Vitvi04g01355	1.85693	2.18225	2.3478	1.07898	4.1093
Vitvi04g01357	30.6265	25.6366	35.5109	39.7121	22.9723
Vitvi04g01356	1.01877	0.288831	0.292599	0.27744	1.2497
Vitvi04g01350	142.712	449.538	265.847	290.561	238.692
Vitvi04g01353	145.882	108.31	66.831	9.33639	45.2214
Vitvi04g01352	277.215	304.557	308.957	354.823	241.318
Vitvi07g00429	1203.75	1572.01	1545.53	1710.41	1668.72
Vitvi07g00428	1010.22	1150.41	1097.29	1231.21	913.248
Vitvi07g00426	201.586	86.7541	168.125	553.862	151.509
Vitvi07g00425	65.074	17.9734	44.8893	164.771	44.0512
Vitvi07g00424	2180.26	4152.22	3259.08	3721.78	3053.5
Vitvi07g02498	258.23	296.92	295.766	304.216	220.254
Vitvi07g02499	9.53025	3.21692	3.72284	2.65129	4.72342
Vitvi07g02492	0.226206	1.07748	0.320729	0.524103	0
Vitvi07g02494	25.3064	51.4559	54.8052	51.9903	40.9602
Vitvi07g02495	18.7642	23.4377	28.2768	32.7642	20.3805
Vitvi07g02496	5.70413	6.02746	8.34104	10.8592	9.84821
Vitvi07g02497	385.085	334.551	350.464	333.069	295.607
Vitvi17g01590	180.177	158.387	182.891	174.809	187.644
Vitvi06g00268	1.29056	3.32982	3.78966	2.04689	2.83675
Vitvi06g00269	562.858	641.684	706.032	594.38	719.237
Vitvi15g00741	5.34116	5.23099	7.66089	7.46055	4.73415
Vitvi15g00740	1042.03	1025.63	1144.59	1071.95	992.859
Vitvi15g00747	265.937	282.104	296.77	264.691	202.427
Vitvi15g00746	147.039	97.1647	86.1344	102.644	126.374
Vitvi15g00745	222.177	163.595	209.469	200.174	283.184
Vitvi15g00744	289.951	210.757	316.941	249.55	233.816
Vitvi06g00260	3.30533	2.49829	4.25878	2.48493	2.81252
Vitvi06g00261	225.628	246.889	265.502	260.649	245.495
Vitvi06g00262	107.927	84.0611	47.5789	43.4705	71.122
Vitvi06g00263	429.668	312.738	484.321	207.915	366.813
Vitvi06g00266	1.53956	6.59342	8.40504	9.4887	38.6465
Vitvi06g00267	407.465	276.83	250.337	304.759	293.681
Vitvi14g00668	1.01878	0.804231	0.800409	1.84038	3.21528
Vitvi15g00504	1134.76	1166.55	1182.25	1118.77	1069.26
Vitvi14g00319	3.82612	45.8894	14.4715	24.8713	14.9834
Vitvi14g00318	280.43	250.952	323.352	275.728	259.915
Vitvi14g00311	13.558	15.6385	3.64545	8.99271	14.1917
Vitvi14g00310	45.7697	232.648	143.734	93.196	100.573
Vitvi14g00315	70.0818	51.5484	46.7608	29.3368	37.6654
Vitvi14g00314	249.217	190.999	163.729	249.192	186.164
Vitvi14g00317	997.144	878.56	889.192	872.165	930.959
Vitvi14g00316	5.04828	0.823692	2.86617	1.0743	3.1561
Vitvi15g00502	169.647	209.204	179.284	203.673	210.49
Vitvi17g01011	1.04158	0	0	0	0.328346
Vitvi18g02046	0.248993	1.13199	2.86617	3.59937	5.39395
Vitvi18g02042	2.48997	7.85862	4.49512	6.69916	10.1887
Vitvi14g01959	5486.76	9473.95	5285.36	2407.02	3419.04
Vitvi18g02041	350.28	293.84	328.103	331.089	395.867
Vitvi14g01950	0.973194	0	0	7.26341	9.51536
Vitvi14g01951	9.14448	57.1119	30.8582	21.0734	46.8222
Vitvi14g01952	68.0461	36.2231	96.3951	23.4459	33.8989
Vitvi14g01953	12.9478	8.68231	9.47274	5.79591	5.10195
Vitvi14g01954	241.297	191.258	195.065	163.205	174.212
Vitvi14g01955	141.078	193.213	179.394	246.217	185.104
Vitvi14g01956	970.9	1416.26	1138.41	1373.33	745.441
Vitvi17g00870	237.083	184.114	173.731	170.993	203.13
Vitvi17g00879	2.67058	0.577662	1.96024	1.00337	2.82775
Vitvi17g00878	36.0765	11.5395	24.6903	32.5702	22.8297
Vitvi19g00071	52.2909	86.0589	64.9616	61.2308	68.7926
Vitvi19g00070	67.634	59.8865	83.3449	47.2932	74.3996
Vitvi19g00073	1138.7	1019	1038.99	1138.7	1834.24
Vitvi19g00072	0.792572	1.66685	0	0	0.624851
Vitvi19g00075	851.174	884.971	804.747	789.615	788.565
Vitvi19g00074	120.307	96.4887	119.757	120.497	116.907
Vitvi05g00669	0.678617	1.64738	0	0.282126	0
Vitvi05g00666	4133.9	3385.69	3640.93	3249.54	3484.53
Vitvi05g00664	1.51677	2.73657	1.77316	1.29018	3.50417
Vitvi05g00663	6.08816	6.07026	9.11049	5.6911	8.55905
Vitvi05g00661	983.951	957.105	1036.11	928.621	922.882
Vitvi14g03022	892.939	984.681	1389.4	1074.2	1117.44
Vitvi14g03023	0.226206	2.18225	1.80129	3.76105	1.89878
Vitvi14g03020	1.44839	3.29865	3.17633	9.86987	11.063
Vitvi19g01670	10.9997	7.4054	5.76047	7.89967	6.00669
Vitvi19g01671	911.44	789.539	810.508	665.816	635.568
Vitvi14g03021	21.0051	40.2987	43.4566	31.0688	43.1312
Vitvi19g01677	76.6874	74.1487	76.8123	108.02	77.1709
Vitvi14g03026	20.3476	23.8444	6.00381	29.3097	29.99
Vitvi14g03027	24.8295	70.8499	33.9705	94.9132	120.374
Vitvi14g03024	22.6797	0	0	0	0
Vitvi14g03025	7.26474	16.6732	3.16933	23.0909	12.9815
Vitvi13g01044	3.93835	8.15132	10.1248	12.239	8.53621
Vitvi09g00625	12.6304	4.15739	22.8378	11.1262	10.1689
Vitvi09g00629	486.998	673.62	514.425	481.482	661.983
Vitvi02g00282	7.15251	19.4176	7.16364	9.8052	5.74653
Vitvi02g00283	170.601	162.396	177.188	168.277	148.522
Vitvi02g00280	1062.92	1271.89	1124.55	1377.09	1175.49
Vitvi02g00281	274.625	166.545	93.2158	187.63	198.324
Vitvi02g00286	1.1766	2.20559	1.88285	1.63386	2.54336
Vitvi02g00284	261.933	353.095	342.639	314.773	297.505
Vitvi03g00650	580.756	211.787	343.604	353.881	475.833
Vitvi03g00651	1124.78	462.132	1111.24	1433.55	1220.82
Vitvi13g01341	1642.34	1578.74	1678.02	1649.1	1603.56
Vitvi02g00138	46.1065	28.6813	63.0548	37.4232	27.249
Vitvi19g02327	3.96117	0.577662	0.546504	2.76237	2.21501
Vitvi02g00130	2.98795	0.796477	0.50781	0.524103	7.02496
Vitvi02g00131	382.469	611.88	432.537	448.289	405.121
Vitvi02g00132	7.6961	6.85116	7.80927	8.15571	6.32119
Vitvi02g00135	59.7397	144.616	75.879	271.128	127.076
Vitvi02g00136	1412.87	1632.4	1848.46	1352.93	1438.62
Vitvi02g00137	7.89777	4.12234	2.49618	9.04489	2.24236
Vitvi18g01921	5.93204	0.269369	3.32472	0	1.29366
Vitvi18g01924	5.02551	2.73269	2.82747	2.68207	2.22263
Vitvi18g01927	16.3881	12.7259	17.8589	16.0048	16.9386
Vitvi18g01926	17.8804	14.776	14.3807	18.061	10.1506
Vitvi18g02748	565.546	352.504	395.482	370.043	435.712
Vitvi18g02749	0	0.82757	0.253905	0.282126	0.316233
Vitvi10g00709	43.8689	40.5642	45.6891	37.7044	39.7271
Vitvi10g00702	114.133	154.366	126.859	218.95	198.052
Vitvi10g00703	36.6007	48.6406	44.4708	59.7975	58.237
Vitvi18g02742	53.0361	1390.55	411.085	154.876	163.043
