gene	Barbera_Soft	Negroamaro_Soft	Primitivo_Soft	Refosco_Soft	Sangiovese_Soft
Vitvi02g00441	1777.91	1838.72	1586.53	1914.29	1511.14
Vitvi02g00442	0.830873	5.18154	1.52161	5.9874	2.86104
Vitvi02g00443	36.1817	30.8228	24.4414	22.5997	24.6995
Vitvi02g00444	128.998	110.913	87.3469	123.417	85.414
Vitvi02g00445	17.7818	10.2498	13.3113	13.9127	23.8506
Vitvi02g00448	2267.77	1540.33	1104.57	1228.25	1181.87
Vitvi02g00449	94.6647	48.2177	86.2265	102.034	70.1949
Vitvi13g00318	47.6044	50.3139	48.2444	48.8424	51.0318
Vitvi13g00319	238.054	187.546	211.603	221.604	229.201
Vitvi13g00313	3.13629	5.2988	1.03517	13.3786	11.5294
Vitvi13g00310	618.533	639.039	668.271	581.836	607.976
Vitvi13g00316	2618.55	2548.16	2190.31	2217.21	2520.81
Vitvi13g00317	7.10344	8.42549	10.8215	8.54622	1.35671
Vitvi13g00314	260.927	181.741	301.519	79.7711	75.2642
Vitvi13g02224	6.45791	0.382915	1.98217	2.01817	0
Vitvi13g02229	0	0	2.69058	0.413113	1.97143
Vitvi14g01486	1937.46	2070.87	2382.86	1928.44	1773.73
Vitvi14g01487	13.7504	49.072	30.1037	48.7174	62.6198
Vitvi14g01485	990.457	924.976	355.249	217.814	307.26
Vitvi14g01482	4561.51	3887.91	3412.93	4444.66	3257.25
Vitvi14g01483	60.9125	31.8604	22.1521	21.2157	17.1625
Vitvi14g01481	197.592	142.545	153.39	172.609	271.542
Vitvi14g01488	20.4431	18.3564	60.7408	47.7595	52.8771
Vitvi18g00359	1631.03	1609.44	1543.44	1867.86	1702.84
Vitvi18g00358	54.1415	55.1267	82.9627	56.9782	75.0898
Vitvi18g00351	1131.1	784.539	868.812	701.191	451.347
Vitvi18g00350	50.5045	56.1451	45.0795	79.1149	60.0972
Vitvi18g00353	102.218	73.4247	54.0343	40.7107	57.0643
Vitvi18g00352	220.686	254.784	221.564	240.014	227.9
Vitvi18g00355	700.14	527.436	1045.56	1058.8	974.387
Vitvi18g00354	68.5095	12.0463	5.51182	1.89054	8.53477
Vitvi18g00357	2.6943	1.95777	1.10965	0.41968	1.54379
Vitvi18g00356	553.359	467.265	432.279	526.631	465.32
Vitvi19g00749	265.696	438.694	291.525	265.212	394.739
Vitvi19g00747	1454.81	2075.79	1755.14	1973.49	1987.37
Vitvi19g00745	120.21	174.899	138.756	126.833	178.854
Vitvi19g00744	2043.9	1460.74	1556.2	1466.78	1808.4
Vitvi19g00740	1636.12	1564.04	1609.41	1735.06	1396.73
Vitvi02g01313	0.830873	0.347846	0.757015	0	1.93196
Vitvi02g01312	567.042	422.82	693.989	655.853	510.267
Vitvi02g01317	37.6031	55.7543	80.961	32.7773	71.5694
Vitvi02g01316	1050.54	460.904	769.956	668.311	1113.63
Vitvi02g01315	177.028	202.43	249.031	185.455	241.904
Vitvi02g01314	366.063	501.879	486.445	440.52	513.928
Vitvi02g01319	9.2421	5.91833	14.5731	9.06988	22.8909
Vitvi02g01318	344.249	305.754	406.161	305.519	322.44
Vitvi08g02377	0	2.19228	0	1.59849	1.43052
Vitvi08g02372	0	1.69211	1.94114	2.37075	6.86369
Vitvi08g02371	4514.9	4462.59	2936.66	3058.32	1849.38
Vitvi14g00281	193.26	168.38	209.75	187.172	189.972
Vitvi13g01048	4.7687	4.22622	3.4962	2.30365	5.11881
Vitvi08g02378	174.367	200.23	230.824	236.039	252.794
Vitvi09g01359	34.2834	24.4041	40.9221	30.9882	23.003
Vitvi14g00759	1.71857	2.11612	0.723563	0	2.34559
Vitvi11g00170	701.019	640.51	656.086	895.934	730.719
Vitvi11g00174	352.172	410.922	471.767	560.761	499.503
Vitvi11g00175	1.54066	0.347846	1.60366	2.73646	3.08759
Vitvi11g00177	18.7724	35.2896	37.0473	19.8356	41.568
Vitvi11g00178	2960.35	1747.43	1264.1	6252.06	1412.22
Vitvi10g00227	0.830873	0	2.25275	0.352581	0
Vitvi03g00308	2443.03	2180.33	1946.66	1911.3	1585.79
Vitvi03g00302	27.5138	45.6119	43.342	30.625	24.1203
Vitvi03g00303	2196.62	2041.63	1469.15	2282.49	1884.97
Vitvi03g00306	1812.8	2867.79	2012.35	3031.92	3463.96
Vitvi03g00307	2233.49	1986.35	2235.71	2427.93	1855.48
Vitvi03g00304	42.3704	50.9125	65.2648	113.709	98.341
Vitvi13g00880	269.941	350.975	186.38	344.583	313.282
Vitvi13g00881	2.10373	6.2722	0.764592	1.47742	4.51811
Vitvi18g03075	1.8066	0.613504	3.91574	0.832793	2.3596
Vitvi18g03074	1.92768	5.33989	0	0	0
Vitvi18g03077	15.7331	24.0623	23.1736	21.088	14.155
Vitvi18g03076	0.265937	3.26094	0.419536	0	0.614715
Vitvi17g01031	1.15364	1.42043	0.798043	3.57582	0.614715
Vitvi09g01606	3748.92	2936.81	3945.87	4790.22	5720.71
Vitvi09g01607	70.4328	81.3291	58.292	89.8846	71.6063
Vitvi09g01605	230.249	68.6235	156.965	134.293	73.1272
Vitvi09g01603	6.31306	8.79635	11.0039	12.8247	6.63715
Vitvi09g01600	380.829	772.905	606.043	360.837	715.829
Vitvi09g01601	39.614	70.2934	87.0064	54.4587	126.469
Vitvi09g01608	564.227	326.576	753.351	327.646	527.434
Vitvi09g01609	737.205	619.593	451.627	621.763	526.242
Vitvi16g00186	4.1213	1.95777	3.04321	1.59849	2.77322
Vitvi16g00184	255.063	192.217	268.825	173.47	217.306
Vitvi16g00182	12.8702	25.58	29.1369	9.40933	32.1193
Vitvi16g00183	36.3982	50.5455	36.9105	73.2628	41.4902
Vitvi16g00180	457.807	499.381	539.31	583.446	539.976
Vitvi16g00181	326.624	794.285	488.341	470.548	524.749
Vitvi16g00189	231.91	192.784	205.092	218.636	210.309
Vitvi14g01758	1797.99	1601.08	1577.37	2139.4	1569.45
Vitvi19g01902	73.6598	269.346	146.726	55.2903	62.4582
Vitvi19g01903	37.1062	17.4443	22.9958	25.8704	16.1939
Vitvi19g01901	376.86	459.402	364.468	265.39	298.277
Vitvi19g01906	34.3257	16.8389	29.0305	38.3107	19.4877
Vitvi19g01907	33.6891	9.18922	16.3394	16.4978	12.9599
Vitvi19g01905	87.0015	37.4549	48.9572	84.043	66.0853
Vitvi19g01908	301.873	244.202	315.466	300.777	229.123
Vitvi19g01909	30.3897	26.6505	40.2046	43.0234	43.3472
Vitvi14g00646	21.239	20.4286	19.2017	17.2767	39.2236
Vitvi14g01750	7.76383	1.65102	6.94676	3.49559	3.5687
Vitvi16g01175	0.830873	0	0	0	0
Vitvi12g01332	1.5076	0.382915	2.51575	0.832793	0.427636
Vitvi12g01334	2.13679	2.30562	2.40171	1.18537	1.28291
Vitvi13g01869	31.8023	36.1939	9.35308	2.77729	0.614715
Vitvi13g01867	12.0062	5.38911	7.31769	10.8368	11.3615
Vitvi13g01864	5.39416	2.11612	3.28034	5.16774	7.75843
Vitvi06g01348	40.0426	50.9274	45.5918	39.8962	62.0929
Vitvi06g01349	6.4672	7.69865	4.98436	8.22	12.1289
Vitvi06g01340	34.6191	18.0018	9.07789	20.846	14.1398
Vitvi06g01341	66.4708	109.8	80.0702	122.465	74.3312
Vitvi18g01561	3.62062	39.4587	15.7465	10.4434	7.34481
Vitvi18g01565	1.68551	2.61237	1.52161	1.59192	1.85816
Vitvi18g01567	44.7969	24.5567	20.6913	37.2873	30.629
Vitvi18g01566	211.814	189.211	252.213	160.332	124.149
Vitvi09g00268	1.45077	0.695692	0.345056	1.25247	1.73087
Vitvi09g00266	0	0.613504	0	12.28	0.501442
Vitvi09g00264	193.905	43.9907	30.9337	278.502	29.4913
Vitvi09g00261	17.2812	8.80238	13.1091	45.5875	27.0159
Vitvi01g01400	3.50697	1.42043	0.378508	0.41968	1.04235
Vitvi10g00697	214.777	234.334	181.683	294.453	153.878
Vitvi10g00690	0.918897	3.45436	2.59023	0.765694	1.22943
Vitvi10g00691	2.13679	7.91719	5.03907	1.23934	3.08759
Vitvi10g00698	759.562	412.233	322.796	555.848	409.487
Vitvi11g01084	57.3635	60.8385	83.878	84.1392	38.4395
Vitvi10g00342	5.56465	4.30448	3.12527	5.64139	6.15485
Vitvi10g00343	6.8468	5.42418	1.90011	3.63635	0.501442
Vitvi10g00340	0.265937	7.84103	1.59609	2.79699	2.58614
Vitvi10g00341	0.265937	7.06917	0.345056	3.12988	1.46999
Vitvi10g00346	3.78924	5.49824	0	17.8346	4.48377
Vitvi10g00344	8.74329	7.64761	4.49034	10.7355	1.35671
Vitvi10g00345	5.16871	3.03035	0	11.9682	3.88938
Vitvi10g00349	46.5979	35.2875	17.1785	25.2323	106.942
Vitvi13g00059	42.7938	73.9231	66.6919	81.0553	82.2017
Vitvi13g00058	10682.4	7575.02	6177.06	5361.1	9636.51
Vitvi13g00055	4.17627	2.34069	9.7863	6.88729	1.54379
Vitvi13g00054	952.079	738.766	1074.14	1052.57	1078.44
Vitvi13g00051	394.164	364.07	338.965	366.204	378.207
Vitvi13g00050	1319.89	640.327	804.07	511.569	715.314
Vitvi13g00053	967.628	1390	1130.1	1386.59	2066.8
Vitvi13g00052	802.176	678.043	620.273	824.583	1088.55
Vitvi04g01980	0	0	3.47033	0	0
Vitvi04g00605	192.49	228.713	134.669	154.075	220.619
Vitvi04g00606	2936.28	2566.85	2358.02	2971.84	2737.35
Vitvi04g00607	294.176	190.11	242.837	161.749	115.727
Vitvi04g00600	1545.27	1205.99	2169.99	2094.7	997.806
Vitvi04g00601	5.05654	1.35029	14.927	2.30365	2.99345
Vitvi04g00602	2.1056	4.18512	3.90816	4.86256	3.66283
Vitvi04g00603	354.198	270.258	337.277	334.867	376.651
Vitvi04g00608	13.0644	15.0254	7.84516	18.5003	18.299
Vitvi04g00609	4498.08	4284.44	3848.9	4330.03	3130.85
Vitvi07g00739	0.709788	0.382915	0	0.352581	0.501442
Vitvi14g03089	9.89319	8.33518	4.9509	16.4046	26.7244
Vitvi14g03084	997.185	353.003	1598.02	2260.99	731.71
Vitvi14g03085	1.54809	4.07991	3.81538	8.43182	16.0323
Vitvi14g03086	5.57207	0	0	4.25472	0
Vitvi06g00750	0.387022	14.5914	2.21172	0	3.01378
Vitvi06g00751	1.8066	0	0	0.352581	0
Vitvi06g00753	0.652959	1.37934	0.839072	0	1.43052
Vitvi06g00757	42.5208	45.8822	59.1022	87.1467	52.8008
Vitvi06g00758	2.52381	3.9917	3.12527	0	1.54379
Vitvi06g00759	1715.78	776.601	1493.08	1270.34	1230.48
Vitvi14g02021	536.352	543.976	576.246	276.869	465.24
Vitvi14g02020	684.658	748.014	790.753	829.019	1137.36
Vitvi14g02023	325.137	388.1	411.14	320.003	347.345
Vitvi14g02022	1105.53	884.501	866.725	784.498	821.522
Vitvi14g02025	43.8096	43.0715	45.2026	67.0966	41.5488
Vitvi14g02024	61.6137	69.0593	55.5452	63.2273	96.9766
Vitvi14g02027	386.239	404.013	407.768	348.663	495.82
Vitvi14g02026	1633.39	1147.5	1312.64	862.74	1217.35
Vitvi14g02029	19.5847	23.5992	14.0471	18.6608	14.8487
Vitvi14g02028	2478.98	2465.11	2818.28	3249.51	1867.79
Vitvi04g02113	24.0949	38.343	17.5235	31.4341	23.9384
Vitvi04g02110	0.443851	0.730761	0.419536	0	0
Vitvi04g02111	1.21789	3.92156	0.378508	0.765694	3.21487
Vitvi11g00238	2.91084	0.306752	29.7084	1.8971	2.27178
Vitvi11g00233	292.3	290.298	326.981	480.677	404.035
Vitvi11g00231	8.55608	4.19115	13.1092	2.43128	1.93196
Vitvi11g00237	3729.93	2521.46	2065.01	2345.53	2413.52
Vitvi11g00235	392.772	463.275	429.249	397.843	344.788
Vitvi11g00234	2092.92	1813.61	1673.79	1636.42	733.243
Vitvi07g01129	81.4005	64.6902	79.4272	75.948	66.4989
Vitvi07g01128	24.3241	10.2228	18.165	2.79043	5.63426
Vitvi07g01120	1.30592	3.87837	3.4293	1.47742	6.34192
Vitvi07g01123	9.95931	6.2311	7.50768	19.712	9.6904
Vitvi07g01122	192.19	295.498	233.593	268.152	227.591
Vitvi07g01124	93.5531	65.952	57.2537	40.3118	114.863
Vitvi06g01803	163.182	131.614	166.216	198.886	123.148
Vitvi06g01802	6.37175	7.73582	8.15065	15.9295	17.557
Vitvi06g01805	11.3221	12.9234	2.99461	9.00278	9.03621
Vitvi06g01808	28.7574	18.3685	30.4776	22.4378	13.4067
Vitvi12g00454	496.785	446.947	611.073	511.079	445.374
Vitvi12g00455	23.8694	16.4539	17.9035	9.04361	19.0664
Vitvi12g00456	425.546	673.999	485.61	314.807	781.23
Vitvi12g00451	1637.67	797.525	1006.5	741.085	614.518
Vitvi12g00452	52.1094	14.4982	5.93894	32.6735	33.2686
Vitvi12g00453	1254.41	740.026	1740.15	952.781	1246.54
Vitvi12g00459	252.766	310.045	355.639	330.664	389.862
Vitvi15g01011	5.39416	7.98341	9.4564	330.517	8.56023
Vitvi15g01013	2094.38	1743.32	1520.44	1255.75	1385.44
Vitvi15g01014	2725.15	2014.59	1443.68	2128.26	1439.69
Vitvi15g01015	697.879	556.97	646.085	657.324	505.027
Vitvi15g01016	968.963	966.893	1062.77	1103.56	703.219
Vitvi15g01017	156.203	182.274	188.054	249.471	207.516
Vitvi15g01018	125.605	113.244	139.958	171.316	154.152
Vitvi15g01019	28.8194	335.652	336.911	173.221	396.815
Vitvi07g00298	379.332	320.225	412.738	397.722	331.777
Vitvi07g00299	63.9637	57.7171	69.1227	55.9572	49.8418
Vitvi14g01642	1.69294	0.99642	2.3531	0.41968	0
Vitvi14g01645	2.04877	0.730761	3.62539	11.9274	8.98787
Vitvi14g01646	1.74977	0.347846	3.88229	3.68375	1.71054
Vitvi08g00726	12.9745	17.8644	10.303	10.3224	0.501442
Vitvi07g00290	19.3719	17.6027	8.23882	20.3632	27.8913
Vitvi07g00291	429.119	368.971	367.493	479.038	609.107
Vitvi07g00292	74.8048	101.679	108.509	84.7785	92.4979
Vitvi07g00293	614.198	455.38	481.932	532.826	380.222
Vitvi07g00294	2.99143	2.03393	0.690112	1.25247	3.28868
Vitvi07g00296	16.3273	22.2699	10.2879	23.2444	18.5447
Vitvi15g00945	4930.68	3048.36	5144.81	2352.13	2552.84
Vitvi15g00944	1915.06	2040.89	2270.94	2247.21	2337.11
Vitvi15g00947	0	0.306752	0	0	0
Vitvi15g00946	45.367	106.173	42.1291	59.3227	31.6281
Vitvi15g00941	448.915	149.932	259.826	69.1557	89.6292
Vitvi15g00940	130.859	105.669	141.925	109.454	109.243
Vitvi15g00943	650.156	920.425	969.263	571.521	979.207
Vitvi15g00948	914.338	857.681	764.448	628.728	785.719
Vitvi19g00509	2773.75	2418.61	3047.25	1745.54	1533.29
Vitvi19g00508	42.5809	85.5582	94.3605	113.202	117.482
Vitvi19g00501	374.335	428.465	397.738	442.531	513.693
Vitvi19g00503	70.8502	89.005	91.2458	86.3651	66.7511
Vitvi19g00502	6149.02	6162.3	8129.46	6168.22	6571.76
Vitvi19g00505	80.7676	185.403	71.2339	254.813	185.375
Vitvi19g00504	54.8713	64.5815	63.2627	82.9247	47.5115
Vitvi19g00507	222.59	202.267	391.208	134.823	452.086
Vitvi05g00577	0	0.654598	0.345056	0	0.614715
Vitvi05g00576	959.742	2669.42	822.729	1469.22	750.19
Vitvi05g00575	17.4041	25.9258	23.3438	37.1925	31.3264
Vitvi05g00574	44.2193	48.0203	49.4148	57.3413	110.124
Vitvi05g00573	1783.51	1526.09	1532.98	1768.31	1305.96
Vitvi05g00570	0	1.2681	1.21758	1.19194	0.501442
Vitvi05g00579	0	1.69814	1.41368	12.9851	0.427636
Vitvi05g00578	1.30592	0.382915	0.757015	51.0105	2.62048
Vitvi19g01592	0.830873	0.306752	0	1.47086	0
Vitvi17g00457	0.265937	3.76714	0.419536	0	0.855272
Vitvi17g00451	12.6042	10.758	11.5299	11.6222	11.7013
Vitvi14g00518	0	0	0	0	0
Vitvi17g00450	12.4995	6.60407	8.52159	11.709	7.15773
Vitvi17g00452	60.2748	47.9614	53.3625	62.5826	45.3975
Vitvi17g00459	49.609	20.0666	31.116	15.1138	29.5128
Vitvi17g00458	54.0828	18.0539	21.9362	14.8757	18.7406
Vitvi09g00375	1008.5	274.537	695.865	297.655	221.127
Vitvi02g00221	264.126	226.145	215.334	216.61	229.982
Vitvi02g00222	342.426	460.303	455.833	477.385	361.405
Vitvi02g00223	128.303	117.218	139.525	137.499	98.962
Vitvi02g00224	105.451	149.269	144.045	150.354	120.762
Vitvi02g00229	9.96861	13.148	11.8505	14.9664	16.4752
Vitvi08g00684	158.118	151.368	148.343	232.666	108.558
Vitvi08g00685	1360.16	1117.37	1110.5	1156.07	1018.13
Vitvi08g00686	3480.27	3397.12	3148.93	2927.86	2895
Vitvi08g00687	1054.49	739.263	1070.69	1171.82	1143.53
Vitvi15g01483	20.3019	9.37269	17.1055	16.8227	14.4491
Vitvi15g01482	10.1372	1.80334	11.4644	6.7531	11.322
Vitvi15g01480	0.265937	4.33745	0	8.56997	5.3199
Vitvi15g01487	4.20933	17.3802	0.378508	0	15.6785
Vitvi15g01486	116.537	148.561	91.9344	63.7958	87.2479
Vitvi08g00855	47.0068	43.6758	10.4095	27.6833	66.065
Vitvi08g00854	42332.2	23686.2	30449.5	34240.4	46279.6
Vitvi03g00852	0.531875	3.07145	0.378508	0.352581	4.29156
Vitvi08g00856	39.9988	62.3081	14.9196	30.1528	53.8534
Vitvi03g00858	0.387022	0.695692	0	4.54677	0
Vitvi02g01573	0	1.42645	1.56264	1.53795	2.65995
Vitvi18g01761	6.10395	0	0	0	0
Vitvi18g01766	15.4103	1.37934	3.08424	1.11828	1.43052
Vitvi18g01765	0	1.76827	0	0.413113	0
Vitvi18g01764	0.709788	3.22377	0	0.413113	0
Vitvi08g01221	47.4395	9.33762	14.2659	9.30139	23.1646
Vitvi08g01223	1.60492	1.76827	0	9.35536	6.48954
Vitvi08g01222	3.96716	3.1887	15.8696	36.2307	3.6285
Vitvi08g01224	44.1038	43.5819	41.7824	75.7731	54.6552
Vitvi08g01229	0.443851	0	9.03222	0	1.28291
Vitvi08g01228	0.443851	0	0.419536	0.705162	0
Vitvi17g01412	156.895	124.846	144.26	161.313	165.988
Vitvi18g00492	1570.39	1382.79	1416.52	1225.84	1339.7
Vitvi18g00493	3.94339	2.11612	6.08643	7.89107	4.22288
Vitvi18g00490	544.444	635.905	579.56	730.149	631.733
Vitvi17g01411	0	0.347846	0	0	0
Vitvi18g00496	472.535	492.544	519.683	621.906	635.357
Vitvi18g00494	1333.67	1121.15	1144.5	1087.72	1062.98
Vitvi18g00495	5993.74	2004.83	1645.28	1287.56	1475.94
Vitvi17g01416	2.13679	2.76469	4.19389	1.89054	4.63138
Vitvi18g00498	26.6462	47.444	48.3279	34.6693	20.6929
Vitvi18g00499	116.792	144.805	186.476	156.155	169.624
Vitvi02g00765	1.68551	4.88081	3.77435	2.30365	8.10713
Vitvi02g00764	1.09681	2.07503	2.67228	3.14301	8.33249
Vitvi02g00766	5.78118	10.2288	4.47204	6.21235	7.12339
Vitvi02g00763	1.36275	3.30806	1.94114	6.43335	7.49755
Vitvi02g00768	198.89	121.055	162.762	111.641	125.181
Vitvi13g00299	2.51639	1.2681	4.72136	7.45169	2.04524
Vitvi13g00298	108.57	54.6102	150.648	114.088	38.9347
Vitvi13g00296	26.9727	13.5578	40.8719	31.4841	41.5042
Vitvi13g00293	1.06375	1.49659	0.345056	0	0.501442
Vitvi13g00292	0.265937	1.07861	0	0	0
Vitvi18g00148	354.443	333.343	242.901	163.546	173.068
Vitvi18g00149	3.67559	3.00131	3.20733	3.55612	6.64228
Vitvi17g01419	25.3626	39.8105	55.311	20.742	47.0826
Vitvi18g00140	208.159	132.211	151.944	165.763	180.796
Vitvi18g00142	564.206	1771.65	840.249	379.394	941.517
Vitvi18g00143	4.53952	14.3838	7.09572	10.0974	19.7881
Vitvi18g00144	638.522	476.383	391.437	233.886	482.839
Vitvi18g00145	53.7236	67.9697	39.3184	66.0126	76.8029
Vitvi18g00146	553.461	605.565	407.112	469.168	371.907
Vitvi18g00147	125.359	80.3086	128.459	81.471	103.624
Vitvi14g01368	902.579	1214.26	1113.45	737.11	2790.04
Vitvi14g01363	618.063	301.8	271.562	166.442	655.755
Vitvi14g01362	230.347	179.952	251.388	180.829	267.789
Vitvi14g01361	43.729	29.6228	28.2796	15.3296	11.6618
Vitvi14g01360	212.267	171.987	160.867	239.336	147.091
Vitvi14g01367	13.545	17.0514	10.7409	17.5214	47.738
Vitvi14g01365	30.0596	24.4603	4.23492	11.0144	165.05
Vitvi14g01364	320.694	369.183	319.075	159.014	154.561
Vitvi09g01398	1444.34	528.096	1029.85	1249.3	1212.91
Vitvi09g01399	336.486	93.5235	7.12917	12.2209	26.5932
Vitvi09g01395	0	0	10.7712	0	0
Vitvi09g01397	2551.47	1781.11	2809.86	2739.17	3321.26
Vitvi09g01390	3.43528	4.15608	4.16044	14.7441	16.7412
Vitvi09g01391	188.302	270.435	220.028	194.888	323.012
Vitvi09g01393	44.8351	46.625	64.3176	59.237	39.4552
Vitvi14g02420	1.95888	7.18041	2.56435	3.14301	3.20086
Vitvi19g01002	101.593	102.064	51.7071	60.8988	59.7677
Vitvi19g01005	1270.78	2401.53	2490.3	1194.36	2625.78
Vitvi09g00449	0	0.730761	1.90769	1.19194	0
Vitvi09g00448	0.265937	0	0	0	0
Vitvi09g00446	575.037	644.416	757.475	747.198	640.527
Vitvi09g00444	3281.25	2081.4	1691.71	4214.03	1314.75
Vitvi09g00443	114.996	23.538	29.0366	145.563	21.253
Vitvi09g00442	227.164	181.669	241.161	328.663	195.245
Vitvi09g00441	23.7792	17.2388	19.7687	23.3272	13.3672
Vitvi09g00440	28.8454	2.84086	3.1663	9.67772	1.50433
Vitvi01g02080	136.17	130.84	125.814	150.669	110.204
Vitvi01g02082	2.49075	3.79618	4.11941	4.7415	4.40483
Vitvi01g02089	0.797812	6.2311	2.27862	3.85474	4.57158
Vitvi11g00035	76.3283	57.8903	57.9318	14.9362	10.9338
Vitvi11g00037	34.5107	65.7774	60.3425	63.2102	49.0819
Vitvi11g00036	136.173	121.908	136.488	128.615	125.036
Vitvi11g00031	328.856	576.231	329.856	530.729	433.446
Vitvi11g00030	4788.04	4503.08	3288.41	6837.65	6343.88
Vitvi11g00033	179.547	78.6579	85.1669	121.681	42.6904
Vitvi11g00032	1084.27	1408.08	942.415	1043.46	1116.08
Vitvi16g01132	27.2973	6.64909	7.84663	5.37299	14.2823
Vitvi16g01133	84.5862	0.695692	89.5266	0.41968	77.7777
Vitvi11g00039	13.0132	48.2085	0.723563	2.23655	6.02243
Vitvi11g00038	46.6751	131.006	89.7136	94.7117	200.079
Vitvi16g01136	2.45956	0	6.2901	67.4783	11.3475
Vitvi08g00895	89.7787	118.926	109.38	38.0491	56.7882
Vitvi08g00894	9.21647	11.4045	13.9878	9.25148	13.7071
Vitvi08g00897	939.258	914.32	1296.52	1991.71	897.292
Vitvi08g00896	180.495	166.643	130.891	165.95	156.045
Vitvi08g00891	311.976	289.425	287.023	226.633	280.192
Vitvi08g00890	48.0393	91.0279	78.0941	38.8792	93.133
Vitvi08g00893	258.79	277.819	291.177	360.745	239.446
Vitvi08g00892	475.531	547.492	388.886	343.031	416.15
Vitvi03g01849	4.71743	1.69814	1.59609	6.4373	1.00288
Vitvi03g01847	1.36275	0.306752	1.10207	1.11828	1.22943
Vitvi10g00957	1.09681	2.41685	0.378508	1.95107	1.54379
Vitvi10g00954	35.9065	23.3106	82.6438	67.2533	66.3541
Vitvi10g00953	0.531875	14.6566	1.83321	0	0.501442
Vitvi10g00950	80.7691	52.1264	45.867	38.6043	49.1214
Vitvi19g02068	20.6541	26.1234	18.5177	5.14148	34.7793
Vitvi12g02348	44.3983	1.88161	10.3761	0.413113	0
Vitvi12g02342	1221.64	46.7641	173.442	3.8416	0.855272
Vitvi12g02340	16.7805	0.347846	5.41758	1.11828	0
Vitvi09g01471	6.16078	26.7819	35.6307	11.6091	46.3012
Vitvi09g01473	363.644	576.526	507.039	436.941	444.836
Vitvi09g01474	2247.62	2472.58	2030.5	2711.26	2408.95
Vitvi09g01477	4.32298	1.95777	0.757015	0.413113	1.6176
Vitvi09g01479	25.0138	25.9258	22.6066	30.5039	29.4874
Vitvi09g01478	644.21	684.411	587.07	748.814	543.201
Vitvi12g02309	97.0778	86.7664	45.1054	142.647	71.4256
Vitvi06g01685	1312.71	1773.36	1199.11	2431.36	1699.68
Vitvi06g01684	1787.83	2376.63	1517.79	1715.7	2030.27
Vitvi06g01681	132.576	155.119	146.808	195.23	160.721
Vitvi06g01683	1.27472	0.613504	1.79218	0	6.71095
Vitvi06g01682	1997.13	1321.88	606.392	343.581	784.877
Vitvi06g01689	85.0613	54.5825	65.8971	51.2843	106.704
Vitvi06g01688	42.0216	48.2441	44.7223	49.2475	56.2791
Vitvi12g01108	0	6.06673	0.764592	3.83504	0
Vitvi12g00536	1.15364	2.73565	0.723563	0	0
Vitvi10g01774	185.129	246.414	197.028	202.438	147.396
Vitvi10g01777	3551.52	2717.35	2936.58	2957.79	2328.13
Vitvi10g01771	412.419	507.362	438.841	553.276	527.455
Vitvi10g01773	380.796	243.824	489.06	371.772	373.89
Vitvi10g01778	22.1746	20.1368	21.272	33.5537	42.1241
Vitvi10g01779	748.578	803.174	685.219	783.004	598.186
Vitvi12g00538	1814.5	2127.45	1984.82	2128.67	1818.46
Vitvi16g01579	2.04877	0.730761	1.06862	2.94828	0.427636
Vitvi18g00053	3.13629	4.72849	1.52918	1.53795	0
Vitvi16g01514	905.258	680.044	1069.25	1031.73	1039.47
Vitvi14g02498	185.139	13.9117	6.32502	178.955	82.5656
Vitvi14g02494	0	0	0	0.41968	0.501442
Vitvi14g02495	0.797812	0.382915	0	0	0
Vitvi14g02497	529.597	101.951	9.70571	1163.01	353.305
Vitvi14g02490	0.387022	0	0	0	0
Vitvi14g02491	0	0.730761	0.798043	0	0
Vitvi14g02492	1.48383	0	0	0.352581	0.501442
Vitvi14g02493	0	0	0.798043	0	0
Vitvi06g00654	3.58756	1.00244	0.757015	2.01817	1.85816
Vitvi06g00657	735.424	637.703	463.604	682.718	559.82
Vitvi06g00656	0.387022	1.11368	0.378508	0	1.71054
Vitvi06g00651	569.2	515.576	500.675	445.686	441.014
Vitvi06g00650	0	0.765831	0.690112	5.45979	0.501442
Vitvi06g00653	2796.53	2294.01	1595.32	1996.86	1993.36
Vitvi06g00652	6440.68	7056.12	5461.66	7553.91	5454.05
Vitvi06g00659	3.64439	2.95419	0	1.47086	7.51156
Vitvi06g00658	951.8	857.366	871.365	702.612	731.722
Vitvi17g00757	123.606	140.941	87.7437	126.892	204.712
Vitvi17g00752	32.1321	54.7969	56.7857	43.5733	37.0256
Vitvi17g00753	167.976	293.925	251.22	271.149	177.145
Vitvi12g01930	56.5464	45.1015	54.5269	56.9504	49.744
Vitvi12g01939	92.1431	138.884	145.523	94.6285	104.316
Vitvi16g02018	34.1259	93.0355	59.8258	87.6571	98.2672
Vitvi16g02019	788.922	885.328	812.011	996.005	744.25
Vitvi16g02012	10.0473	8.84347	4.8354	10.4566	6.08104
Vitvi16g02013	17.8936	21.6464	9.09158	16.4202	16.8087
Vitvi16g02010	19.9242	10.305	9.25883	14.056	7.77244
Vitvi16g02011	81.7392	42.6323	83.1346	71.779	68.9973
Vitvi16g02016	43.6685	47.3327	44.2966	46.8374	41.4089
Vitvi16g02017	5.99216	66.7278	13.7978	10.9881	17.2031
Vitvi16g02014	0	0.382915	1.90011	0	2.73376
Vitvi15g00570	0	0.689668	0	0.826227	0.501442
Vitvi15g00571	310.762	291.324	392.915	267.034	336.015
